 ;Area;Mean;Min;Max;X;Y
Ji_1_f;0;173;173;173;582;1560
Ji_1_f;0;173;173;173;633;1293
Ji_1_f;0;173;173;173;630;1182
Ji_1_f;0;173;173;173;642;1080
Ji_1_f;0;173;173;173;654;936
Ji_1_f;0;173;173;173;660;789
Ji_1_f;0;173;173;173;675;711
Ji_1_f;0;173;173;173;681;606
Ji_1_f;0;173;173;173;690;504
Ji_1_f;0;173;173;173;726;111
Ji_1_f;0;173;173;173;474;312
Ji_1_f;0;173;173;173;348;432
Ji_1_f;0;173;173;173;318;573
Ji_1_f;0;173;173;173;315;699
Ji_1_f;0;173;173;173;267;774
Ji_1_f;0;173;173;173;255;933
Ji_1_f;0;173;173;173;252;1116
Ji_1_f;0;173;173;173;306;1272
Ji_1_f;0;173;173;173;426;1410
Ji_1_f;0;173;173;173;762;1413
Ji_1_f;0;173;173;173;870;1341
Ji_1_f;0;173;173;173;984;1197
Ji_1_f;0;173;173;173;999;1041
Ji_1_f;0;173;173;173;999;885
Ji_1_f;0;173;173;173;1002;738
Ji_1_f;0;173;173;173;993;627
Ji_1_f;0;173;173;173;990;480
Ji_1_f;0;173;173;173;960;372
